V1;V2
pdl_30096.csv;16-nov-18
pdl_30097.csv;16-nov-18
pdl_30098.csv;16-nov-18
pdl_30099.csv;16-nov-18
pdl_30100.csv;16-nov-18
pdl_30101.csv;16-nov-18
pdl_30102.csv;16-nov-18
pdl_30103.csv;16-nov-18
pdl_30104.csv;16-nov-18
pdl_30105.csv;16-nov-18
pdl_30106.csv;16-nov-18
pdl_30107.csv;16-nov-18
pdl_30108.csv;16-nov-18
pdl_30109.csv;16-nov-18
pdl_30113.csv;20-nov-18
pdl_30114.csv;20-nov-18
pdl_30115.csv;20-nov-18
pdl_30116.csv;20-nov-18
pdl_30117.csv;20-nov-18
pdl_30118.csv;20-nov-18
pdl_30119.csv;20-nov-18
pdl_30120.csv;20-nov-18
pdl_30121.csv;20-nov-18
pdl_30124.csv;21-nov-18
pdl_30125.csv;21-nov-18
pdl_30126.csv;21-nov-18
pdl_30127.csv;21-nov-18
pdl_30128.csv;21-nov-18
pdl_30129.csv;21-nov-18
pdl_30130.csv;21-nov-18
pdl_30131.csv;21-nov-18
pdl_30132.csv;21-nov-18
pdl_30133.csv;21-nov-18
pdl_30134.csv;21-nov-18
pdl_30135.csv;21-nov-18
pdl_30136.csv;21-nov-18
pdl_30137.csv;21-nov-18
pdl_30138.csv;21-nov-18
pdl_30139.csv;21-nov-18
pdl_30140.csv;21-nov-18
pdl_30141.csv;21-nov-18
pdl_30142.csv;21-nov-18
pdl_30143.csv;21-nov-18
pdl_30144.csv;21-nov-18
pdl_30145.csv;21-nov-18
pdl_30146.csv;21-nov-18
pdl_30147.csv;21-nov-18
pdl_30148.csv;21-nov-18
pdl_30149.csv;21-nov-18
pdl_30166.csv;21-nov-18
pdl_30170.csv;22-nov-18
pdl_30171.csv;22-nov-18
pdl_30172.csv;22-nov-18
pdl_30173.csv;22-nov-18
pdl_30174.csv;22-nov-18
pdl_30175.csv;22-nov-18
pdl_30176.csv;22-nov-18
pdl_30177.csv;22-nov-18
pdl_30180.csv;27-nov-18
pdl_30181.csv;27-nov-18
pdl_30182.csv;27-nov-18
pdl_30183.csv;27-nov-18
pdl_30184.csv;27-nov-18
pdl_30185.csv;27-nov-18
pdl_30186.csv;27-nov-18
pdl_30187.csv;27-nov-18
pdl_30188.csv;27-nov-18
pdl_30189.csv;27-nov-18
pdl_30190.csv;27-nov-18
pdl_30191.csv;27-nov-18
pdl_30192.csv;27-nov-18
pdl_30193.csv;27-nov-18
pdl_30194.csv;27-nov-18
pdl_30197.csv;28-nov-18
pdl_30198.csv;28-nov-18
pdl_30199.csv;28-nov-18
pdl_30200.csv;28-nov-18
pdl_30201.csv;28-nov-18
pdl_30202.csv;28-nov-18
pdl_30203.csv;28-nov-18
pdl_30206.csv;29-nov-18
pdl_30207.csv;29-nov-18
pdl_30208.csv;29-nov-18
pdl_30209.csv;29-nov-18
pdl_30210.csv;29-nov-18
pdl_30211.csv;29-nov-18
pdl_30212.csv;29-nov-18
pdl_30213.csv;29-nov-18
pdl_30214.csv;29-nov-18
pdl_30215.csv;29-nov-18
pdl_30216.csv;29-nov-18
pdl_30217.csv;29-nov-18
pdl_30218.csv;29-nov-18
pdl_30241.csv;11-dic-18
pdl_30242.csv;11-dic-18
pdl_30243.csv;11-dic-18
pdl_30244.csv;11-dic-18
pdl_30245.csv;11-dic-18
pdl_30246.csv;11-dic-18
pdl_30247.csv;11-dic-18
pdl_30248.csv;11-dic-18
pdl_30249.csv;11-dic-18
pdl_30250.csv;11-dic-18
pdl_30251.csv;11-dic-18
pdl_30252.csv;11-dic-18
pdl_30257.csv;11-dic-18
pdl_30258.csv;11-dic-18
pdl_30260.csv;11-dic-18
pdl_30261.csv;11-dic-18
pdl_30262.csv;11-dic-18
pdl_30263.csv;11-dic-18
pdl_30264.csv;11-dic-18
pdl_30265.csv;11-dic-18
pdl_30266.csv;11-dic-18
pdl_30267.csv;11-dic-18
pdl_30271.csv;12-dic-18
pdl_30272.csv;12-dic-18
pdl_30273.csv;12-dic-18
pdl_30274.csv;12-dic-18
pdl_30275.csv;12-dic-18
pdl_30276.csv;12-dic-18
pdl_30277.csv;12-dic-18
pdl_30280.csv;12-dic-18
pdl_30281.csv;12-dic-18
pdl_30284.csv;13-dic-18
pdl_30285.csv;13-dic-18
pdl_30286.csv;13-dic-18
pdl_30287.csv;13-dic-18
pdl_30293.csv;18-dic-18
pdl_30294.csv;18-dic-18
pdl_30295.csv;18-dic-18
pdl_30296.csv;18-dic-18
pdl_30297.csv;18-dic-18
pdl_30298.csv;18-dic-18
pdl_30299.csv;18-dic-18
pdl_30300.csv;18-dic-18
pdl_30301.csv;18-dic-18
pdl_30302.csv;18-dic-18
pdl_30303.csv;18-dic-18
pdl_30304.csv;18-dic-18
pdl_30305.csv;18-dic-18
pdl_30311.csv;18-dic-18
pdl_30312.csv;18-dic-18
pdl_30313.csv;18-dic-18
pdl_30319.csv;19-dic-18
pdl_30320.csv;19-dic-18
pdl_30321.csv;19-dic-18
pdl_30322.csv;19-dic-18
pdl_30327.csv;20-dic-18
pdl_30328.csv;20-dic-18
pdl_30329.csv;20-dic-18
pdl_30330.csv;20-dic-18
pdl_30331.csv;20-dic-18
pdl_30349.csv;02-ene-19
pdl_30350.csv;02-ene-19
pdl_30351.csv;02-ene-19
pdl_30352.csv;02-ene-19
pdl_30353.csv;02-ene-19
pdl_30354.csv;02-ene-19
pdl_30355.csv;02-ene-19
pdl_30356.csv;02-ene-19
pdl_30357.csv;02-ene-19
pdl_30360.csv;03-ene-19
pdl_30361.csv;03-ene-19
pdl_30362.csv;03-ene-19
pdl_30363.csv;03-ene-19
pdl_30364.csv;03-ene-19
pdl_30365.csv;03-ene-19
pdl_30366.csv;03-ene-19
pdl_30367.csv;03-ene-19
pdl_30368.csv;03-ene-19
pdl_30369.csv;03-ene-19
pdl_30370.csv;03-ene-19
pdl_30371.csv;03-ene-19
pdl_30372.csv;03-ene-19
pdl_30373.csv;03-ene-19
pdl_30374.csv;03-ene-19
pdl_30375.csv;03-ene-19
pdl_30376.csv;03-ene-19
pdl_30397.csv;08-ene-19
pdl_30398.csv;08-ene-19
pdl_30399.csv;08-ene-19
pdl_30400.csv;08-ene-19
pdl_30401.csv;08-ene-19
pdl_30402.csv;08-ene-19
pdl_30403.csv;08-ene-19
pdl_30404.csv;08-ene-19
pdl_30412.csv;09-ene-19
pdl_30413.csv;09-ene-19
pdl_30414.csv;09-ene-19
pdl_30415.csv;09-ene-19
pdl_30416.csv;09-ene-19
pdl_30417.csv;09-ene-19
pdl_30418.csv;09-ene-19
pdl_30419.csv;09-ene-19
pdl_30425.csv;10-ene-19
pdl_30426.csv;10-ene-19
pdl_30427.csv;10-ene-19
pdl_30428.csv;10-ene-19
pdl_30429.csv;10-ene-19
pdl_30433.csv;15-ene-19
pdl_30434.csv;15-ene-19
pdl_30435.csv;15-ene-19
pdl_30446.csv;16-ene-19
pdl_30447.csv;16-ene-19
pdl_30448.csv;16-ene-19
pdl_30449.csv;16-ene-19
pdl_30450.csv;16-ene-19
pdl_30451.csv;16-ene-19
pdl_30452.csv;16-ene-19
pdl_30453.csv;16-ene-19
pdl_30454.csv;16-ene-19
pdl_30455.csv;16-ene-19
pdl_30456.csv;16-ene-19
pdl_30457.csv;16-ene-19
pdl_30458.csv;16-ene-19
pdl_30459.csv;16-ene-19
pdl_30460.csv;16-ene-19
pdl_30461.csv;16-ene-19
pdl_30462.csv;16-ene-19
pdl_30463.csv;16-ene-19
pdl_30464.csv;16-ene-19
pdl_30465.csv;16-ene-19
pdl_30466.csv;16-ene-19
pdl_30467.csv;16-ene-19
pdl_30468.csv;16-ene-19
pdl_30469.csv;16-ene-19
pdl_30470.csv;16-ene-19
pdl_30471.csv;16-ene-19
pdl_30472.csv;16-ene-19
pdl_30473.csv;16-ene-19
pdl_30474.csv;16-ene-19
pdl_30475.csv;16-ene-19
pdl_30476.csv;16-ene-19
pdl_30477.csv;16-ene-19
pdl_30478.csv;16-ene-19
pdl_30479.csv;16-ene-19
pdl_30480.csv;16-ene-19
pdl_30481.csv;16-ene-19
pdl_30482.csv;16-ene-19
pdl_30483.csv;16-ene-19
pdl_30484.csv;16-ene-19
pdl_30485.csv;16-ene-19
pdl_30486.csv;16-ene-19
pdl_30487.csv;16-ene-19
pdl_30488.csv;16-ene-19
pdl_30489.csv;16-ene-19
pdl_30490.csv;16-ene-19
pdl_30491.csv;16-ene-19
pdl_30495.csv;16-ene-19
pdl_30496.csv;16-ene-19
pdl_30497.csv;16-ene-19
pdl_30498.csv;16-ene-19
pdl_30499.csv;16-ene-19
pdl_30502.csv;17-ene-19
pdl_30503.csv;17-ene-19
pdl_30504.csv;17-ene-19
pdl_30505.csv;17-ene-19
pdl_30506.csv;17-ene-19
pdl_30507.csv;17-ene-19
pdl_30508.csv;17-ene-19
pdl_30509.csv;17-ene-19
pdl_30510.csv;17-ene-19
pdl_30511.csv;17-ene-19
pdl_30517.csv;22-ene-19
pdl_30518.csv;22-ene-19
pdl_30519.csv;22-ene-19
pdl_30520.csv;22-ene-19
pdl_30521.csv;22-ene-19
pdl_30522.csv;22-ene-19
pdl_30523.csv;22-ene-19
pdl_30524.csv;22-ene-19
pdl_30525.csv;22-ene-19
pdl_30526.csv;22-ene-19
pdl_30527.csv;22-ene-19
pdl_30530.csv;22-ene-19
pdl_30531.csv;22-ene-19
pdl_30532.csv;22-ene-19
pdl_30533.csv;22-ene-19
pdl_30534.csv;22-ene-19
pdl_30540.csv;23-ene-19
pdl_30541.csv;23-ene-19
pdl_30542.csv;23-ene-19
pdl_30543.csv;23-ene-19
pdl_30544.csv;23-ene-19
pdl_30545.csv;23-ene-19
pdl_30549.csv;23-ene-19
pdl_30553.csv;24-ene-19
pdl_30554.csv;24-ene-19
pdl_30555.csv;24-ene-19
pdl_30556.csv;24-ene-19
pdl_30557.csv;24-ene-19
pdl_30558.csv;24-ene-19
pdl_30559.csv;24-ene-19
pdl_30560.csv;24-ene-19
pdl_30561.csv;24-ene-19
pdl_30562.csv;24-ene-19
pdl_30563.csv;24-ene-19
pdl_30564.csv;24-ene-19
pdl_30587.csv;05-mar-19
pdl_30588.csv;05-mar-19
pdl_30589.csv;05-mar-19
pdl_30590.csv;05-mar-19
pdl_30591.csv;05-mar-19
pdl_30594.csv;06-mar-19
pdl_30595.csv;06-mar-19
pdl_30596.csv;06-mar-19
pdl_30597.csv;06-mar-19
pdl_30598.csv;06-mar-19
pdl_30599.csv;06-mar-19
pdl_30600.csv;06-mar-19
pdl_30601.csv;06-mar-19
pdl_30602.csv;06-mar-19
pdl_30603.csv;06-mar-19
pdl_30604.csv;06-mar-19
pdl_30607.csv;06-mar-19
pdl_30608.csv;06-mar-19
pdl_30609.csv;06-mar-19
pdl_30614.csv;07-mar-19
pdl_30615.csv;07-mar-19
pdl_30616.csv;07-mar-19
pdl_30617.csv;07-mar-19
pdl_30618.csv;07-mar-19
pdl_30619.csv;07-mar-19
pdl_30628.csv;12-mar-19
pdl_30629.csv;12-mar-19
pdl_30630.csv;12-mar-19
pdl_30631.csv;12-mar-19
pdl_30640.csv;13-mar-19
pdl_30641.csv;13-mar-19
pdl_30645.csv;13-mar-19
pdl_30646.csv;13-mar-19
pdl_30647.csv;13-mar-19
pdl_30648.csv;13-mar-19
pdl_30649.csv;13-mar-19
pdl_30650.csv;13-mar-19
pdl_30651.csv;13-mar-19
pdl_30652.csv;13-mar-19
pdl_30655.csv;14-mar-19
pdl_30656.csv;14-mar-19
pdl_30657.csv;14-mar-19
pdl_30658.csv;14-mar-19
pdl_30659.csv;14-mar-19
pdl_30660.csv;14-mar-19
pdl_30661.csv;14-mar-19
pdl_30662.csv;14-mar-19
pdl_30663.csv;14-mar-19
pdl_30664.csv;14-mar-19
pdl_30665.csv;14-mar-19
pdl_30666.csv;14-mar-19
pdl_30676.csv;19-mar-19
pdl_30692.csv;20-mar-19
pdl_30693.csv;20-mar-19
pdl_30694.csv;20-mar-19
pdl_30700.csv;21-mar-19
pdl_30701.csv;21-mar-19
pdl_30702.csv;21-mar-19
pdl_30703.csv;21-mar-19
pdl_30704.csv;21-mar-19
pdl_30705.csv;21-mar-19
pdl_30706.csv;21-mar-19
pdl_30707.csv;21-mar-19
pdl_30715.csv;02-abr-19
pdl_30716.csv;02-abr-19
pdl_30717.csv;02-abr-19
pdl_30718.csv;02-abr-19
pdl_30721.csv;02-abr-19
pdl_30722.csv;02-abr-19
pdl_30723.csv;02-abr-19
pdl_30724.csv;02-abr-19
pdl_30728.csv;03-abr-19
pdl_30729.csv;03-abr-19
pdl_30730.csv;03-abr-19
pdl_30731.csv;03-abr-19
pdl_30732.csv;03-abr-19
pdl_30733.csv;03-abr-19
pdl_30734.csv;03-abr-19
pdl_30735.csv;03-abr-19
pdl_30736.csv;03-abr-19
pdl_30737.csv;03-abr-19
pdl_30738.csv;03-abr-19
pdl_30739.csv;03-abr-19
pdl_30740.csv;03-abr-19
pdl_30741.csv;03-abr-19
pdl_30742.csv;03-abr-19
pdl_30743.csv;03-abr-19
pdl_30744.csv;03-abr-19
pdl_30745.csv;03-abr-19
pdl_30746.csv;03-abr-19
pdl_30747.csv;03-abr-19
pdl_30748.csv;03-abr-19
pdl_30751.csv;04-abr-19
pdl_30752.csv;04-abr-19
pdl_30753.csv;04-abr-19
pdl_30754.csv;04-abr-19
pdl_30755.csv;04-abr-19
pdl_30756.csv;04-abr-19
pdl_30757.csv;04-abr-19
pdl_30761.csv;09-abr-19
pdl_30762.csv;09-abr-19
pdl_30763.csv;09-abr-19
pdl_30764.csv;09-abr-19
pdl_30765.csv;09-abr-19
pdl_30766.csv;09-abr-19
pdl_30767.csv;09-abr-19
pdl_30771.csv;10-abr-19
pdl_30772.csv;10-abr-19
pdl_30773.csv;10-abr-19
pdl_30774.csv;10-abr-19
pdl_30775.csv;10-abr-19
pdl_30776.csv;10-abr-19
pdl_30777.csv;10-abr-19
pdl_30778.csv;10-abr-19
pdl_30779.csv;10-abr-19
pdl_30780.csv;10-abr-19
pdl_30790.csv;11-abr-19
pdl_30791.csv;11-abr-19
pdl_30792.csv;11-abr-19
pdl_30793.csv;11-abr-19
pdl_30794.csv;11-abr-19
pdl_30799.csv;16-abr-19
pdl_30800.csv;16-abr-19
pdl_30801.csv;16-abr-19
pdl_30802.csv;16-abr-19
pdl_30816.csv;17-abr-19
pdl_30817.csv;17-abr-19
pdl_30820.csv;18-abr-19
pdl_30821.csv;18-abr-19
pdl_30822.csv;18-abr-19
pdl_30823.csv;18-abr-19
pdl_30826.csv;23-abr-19
pdl_30827.csv;23-abr-19
pdl_30828.csv;23-abr-19
pdl_30829.csv;23-abr-19
pdl_30830.csv;23-abr-19
pdl_30831.csv;23-abr-19
pdl_30832.csv;23-abr-19
pdl_30833.csv;23-abr-19
pdl_30834.csv;23-abr-19
pdl_30846.csv;24-abr-19
pdl_30847.csv;24-abr-19
pdl_30848.csv;24-abr-19
pdl_30849.csv;24-abr-19
pdl_30850.csv;24-abr-19
pdl_30869.csv;25-abr-19
pdl_30870.csv;25-abr-19
pdl_30871.csv;25-abr-19
pdl_30872.csv;25-abr-19
pdl_30873.csv;25-abr-19
pdl_30874.csv;25-abr-19
pdl_30875.csv;25-abr-19
pdl_30876.csv;25-abr-19
pdl_30877.csv;25-abr-19
pdl_30885.csv;07-may-19
pdl_30886.csv;07-may-19
pdl_30887.csv;07-may-19
pdl_30888.csv;07-may-19
pdl_30889.csv;07-may-19
pdl_30890.csv;07-may-19
pdl_30894.csv;08-may-19
pdl_30895.csv;08-may-19
pdl_30896.csv;08-may-19
pdl_30897.csv;08-may-19
pdl_30898.csv;08-may-19
pdl_30899.csv;08-may-19
pdl_30900.csv;08-may-19
pdl_30901.csv;08-may-19
pdl_30902.csv;08-may-19
pdl_30903.csv;08-may-19
pdl_30904.csv;08-may-19
pdl_30905.csv;08-may-19
pdl_30906.csv;08-may-19
pdl_30907.csv;08-may-19
pdl_30910.csv;08-may-19
pdl_30911.csv;08-may-19
pdl_30912.csv;08-may-19
pdl_30913.csv;08-may-19
pdl_30914.csv;08-may-19
pdl_30915.csv;08-may-19
pdl_30917.csv;08-may-19
pdl_30918.csv;08-may-19
pdl_30919.csv;08-may-19
pdl_30920.csv;08-may-19
pdl_30921.csv;08-may-19
pdl_30922.csv;08-may-19
pdl_30923.csv;08-may-19
pdl_30924.csv;08-may-19
pdl_30925.csv;08-may-19
pdl_30926.csv;08-may-19
pdl_30927.csv;08-may-19
pdl_30928.csv;08-may-19
pdl_30929.csv;08-may-19
pdl_30930.csv;08-may-19
pdl_30931.csv;08-may-19
pdl_30932.csv;08-may-19
pdl_30933.csv;08-may-19
pdl_30934.csv;08-may-19
pdl_30935.csv;08-may-19
pdl_30936.csv;08-may-19
pdl_30937.csv;08-may-19
pdl_30938.csv;08-may-19
pdl_30939.csv;08-may-19
pdl_30940.csv;08-may-19
pdl_30941.csv;08-may-19
pdl_30942.csv;08-may-19
pdl_30943.csv;08-may-19
pdl_30944.csv;08-may-19
pdl_30945.csv;08-may-19
pdl_30946.csv;08-may-19
pdl_30947.csv;08-may-19
pdl_30948.csv;08-may-19
pdl_30949.csv;08-may-19
pdl_30950.csv;08-may-19
pdl_30951.csv;08-may-19
pdl_30952.csv;08-may-19
pdl_30953.csv;08-may-19
pdl_30956.csv;08-may-19
pdl_30957.csv;08-may-19
pdl_30958.csv;08-may-19
pdl_30961.csv;09-may-19
pdl_30962.csv;09-may-19
pdl_30963.csv;09-may-19
pdl_30964.csv;09-may-19
pdl_30965.csv;09-may-19
pdl_30980.csv;14-may-19
pdl_30981.csv;14-may-19
pdl_30984.csv;15-may-19
pdl_30987.csv;16-may-19
pdl_30988.csv;16-may-19
pdl_30997.csv;28-may-19
pdl_30998.csv;28-may-19
pdl_30999.csv;28-may-19
pdl_31000.csv;28-may-19
pdl_31001.csv;28-may-19
pdl_31002.csv;28-may-19
pdl_31003.csv;28-may-19
pdl_31004.csv;28-may-19
pdl_31009.csv;28-may-19
pdl_31010.csv;28-may-19
pdl_31011.csv;28-may-19
pdl_31012.csv;28-may-19
pdl_31013.csv;28-may-19
pdl_31016.csv;29-may-19
pdl_31017.csv;29-may-19
pdl_31018.csv;29-may-19
pdl_31019.csv;29-may-19
pdl_31020.csv;29-may-19
pdl_31021.csv;29-may-19
pdl_31022.csv;29-may-19
pdl_31023.csv;29-may-19
pdl_31026.csv;30-may-19
pdl_31027.csv;30-may-19
pdl_31028.csv;30-may-19
pdl_31029.csv;30-may-19
pdl_31032.csv;04-jun-19
pdl_31033.csv;04-jun-19
pdl_31034.csv;04-jun-19
pdl_31035.csv;04-jun-19
pdl_31036.csv;04-jun-19
pdl_31037.csv;04-jun-19
pdl_31038.csv;04-jun-19
pdl_31039.csv;04-jun-19
pdl_31040.csv;04-jun-19
pdl_31043.csv;05-jun-19
pdl_31044.csv;05-jun-19
pdl_31045.csv;05-jun-19
pdl_31046.csv;05-jun-19
pdl_31047.csv;05-jun-19
pdl_31048.csv;05-jun-19
pdl_31049.csv;05-jun-19
pdl_31050.csv;05-jun-19
pdl_31051.csv;05-jun-19
pdl_31052.csv;05-jun-19
pdl_31053.csv;05-jun-19
pdl_31054.csv;05-jun-19
pdl_31055.csv;05-jun-19
pdl_31056.csv;05-jun-19
pdl_31057.csv;05-jun-19
pdl_31060.csv;05-jun-19
pdl_31061.csv;05-jun-19
pdl_31062.csv;05-jun-19
pdl_31067.csv;06-jun-19
pdl_31068.csv;06-jun-19
pdl_31069.csv;06-jun-19
pdl_31070.csv;06-jun-19
pdl_31071.csv;06-jun-19
pdl_31074.csv;11-jun-19
pdl_31075.csv;11-jun-19
pdl_31076.csv;11-jun-19
pdl_31077.csv;11-jun-19
pdl_31078.csv;11-jun-19
pdl_31079.csv;11-jun-19
pdl_31080.csv;11-jun-19
pdl_31085.csv;11-jun-19
pdl_31086.csv;11-jun-19
pdl_31089.csv;12-jun-19
pdl_31090.csv;12-jun-19
pdl_31091.csv;12-jun-19
pdl_31092.csv;12-jun-19
pdl_31093.csv;12-jun-19
pdl_31094.csv;12-jun-19
pdl_31095.csv;12-jun-19
pdl_31096.csv;12-jun-19
pdl_31097.csv;12-jun-19
pdl_31098.csv;12-jun-19
pdl_31099.csv;12-jun-19
pdl_31100.csv;12-jun-19
pdl_31114.csv;12-jun-19
pdl_31115.csv;12-jun-19
pdl_31126.csv;13-jun-19
pdl_31127.csv;13-jun-19
pdl_31128.csv;13-jun-19
pdl_31129.csv;13-jun-19
pdl_31130.csv;13-jun-19
pdl_31131.csv;13-jun-19
pdl_31132.csv;13-jun-19
pdl_31133.csv;13-jun-19
pdl_31134.csv;13-jun-19
pdl_31135.csv;13-jun-19
pdl_31136.csv;13-jun-19
pdl_31137.csv;13-jun-19
pdl_31142.csv;18-jun-19
pdl_31143.csv;18-jun-19
pdl_31144.csv;18-jun-19
pdl_31145.csv;18-jun-19
pdl_31146.csv;18-jun-19
pdl_31147.csv;18-jun-19
pdl_31148.csv;18-jun-19
pdl_31149.csv;18-jun-19
pdl_31150.csv;18-jun-19
pdl_31151.csv;18-jun-19
pdl_31152.csv;18-jun-19
pdl_31155.csv;19-jun-19
pdl_31156.csv;19-jun-19
pdl_31157.csv;19-jun-19
pdl_31158.csv;19-jun-19
pdl_31159.csv;19-jun-19
pdl_31160.csv;19-jun-19
pdl_31161.csv;19-jun-19
pdl_31162.csv;19-jun-19
pdl_31163.csv;19-jun-19
pdl_31164.csv;19-jun-19
pdl_31165.csv;19-jun-19
pdl_31166.csv;19-jun-19
pdl_31169.csv;19-jun-19
pdl_31170.csv;19-jun-19
pdl_31178.csv;20-jun-19
pdl_31179.csv;20-jun-19
pdl_31180.csv;20-jun-19
pdl_31181.csv;20-jun-19
pdl_31182.csv;20-jun-19
pdl_31189.csv;02-jul-19
pdl_31190.csv;02-jul-19
pdl_31191.csv;02-jul-19
pdl_31192.csv;02-jul-19
pdl_31193.csv;02-jul-19
pdl_31194.csv;02-jul-19
pdl_31195.csv;02-jul-19
pdl_31196.csv;02-jul-19
pdl_31200.csv;02-jul-19
pdl_31204.csv;03-jul-19
pdl_31205.csv;03-jul-19
pdl_31206.csv;03-jul-19
pdl_31207.csv;03-jul-19
pdl_31208.csv;03-jul-19
pdl_31211.csv;04-jul-19
pdl_31212.csv;04-jul-19
pdl_31213.csv;04-jul-19
pdl_31214.csv;04-jul-19
pdl_31224.csv;09-jul-19
pdl_31225.csv;09-jul-19
pdl_31226.csv;09-jul-19
pdl_31227.csv;09-jul-19
pdl_31228.csv;09-jul-19
pdl_31229.csv;09-jul-19
pdl_31230.csv;09-jul-19
pdl_31231.csv;09-jul-19
pdl_31232.csv;09-jul-19
pdl_31235.csv;09-jul-19
pdl_31236.csv;09-jul-19
pdl_31237.csv;09-jul-19
pdl_31241.csv;10-jul-19
pdl_31242.csv;10-jul-19
pdl_31243.csv;10-jul-19
pdl_31244.csv;10-jul-19
pdl_31245.csv;10-jul-19
pdl_31246.csv;10-jul-19
pdl_31247.csv;10-jul-19
pdl_31248.csv;10-jul-19
pdl_31252.csv;11-jul-19
pdl_31253.csv;11-jul-19
pdl_31257.csv;17-jul-19
pdl_31258.csv;17-jul-19
pdl_31259.csv;17-jul-19
pdl_31263.csv;18-jul-19
pdl_31264.csv;18-jul-19
pdl_31265.csv;18-jul-19
pdl_31266.csv;18-jul-19
pdl_31267.csv;18-jul-19
pdl_31268.csv;18-jul-19
pdl_31269.csv;18-jul-19
pdl_31270.csv;18-jul-19
pdl_31273.csv;24-jul-19
pdl_31274.csv;24-jul-19
pdl_31275.csv;24-jul-19
pdl_31276.csv;24-jul-19
pdl_31277.csv;24-jul-19
pdl_31278.csv;24-jul-19
pdl_31279.csv;24-jul-19
pdl_31280.csv;24-jul-19
pdl_31285.csv;24-jul-19
pdl_31286.csv;24-jul-19
pdl_31287.csv;24-jul-19
pdl_31288.csv;24-jul-19
pdl_31289.csv;24-jul-19
pdl_31290.csv;24-jul-19
pdl_31292.csv;24-jul-19
pdl_31300.csv;25-jul-19
pdl_31301.csv;25-jul-19
pdl_31302.csv;25-jul-19
pdl_31308.csv;06-ago-19
pdl_31309.csv;06-ago-19
pdl_31310.csv;06-ago-19
pdl_31311.csv;06-ago-19
pdl_31312.csv;06-ago-19
pdl_31315.csv;06-ago-19
pdl_31316.csv;06-ago-19
pdl_31317.csv;06-ago-19
pdl_31318.csv;06-ago-19
pdl_31319.csv;06-ago-19
pdl_31320.csv;06-ago-19
pdl_31321.csv;06-ago-19
pdl_31322.csv;06-ago-19
pdl_31323.csv;06-ago-19
pdl_31324.csv;06-ago-19
pdl_31325.csv;06-ago-19
pdl_31326.csv;06-ago-19
pdl_31327.csv;06-ago-19
pdl_31328.csv;06-ago-19
pdl_31329.csv;06-ago-19
pdl_31330.csv;06-ago-19
pdl_31331.csv;06-ago-19
pdl_31332.csv;06-ago-19
pdl_31333.csv;06-ago-19
pdl_31336.csv;07-ago-19
pdl_31337.csv;07-ago-19
pdl_31338.csv;07-ago-19
pdl_31339.csv;07-ago-19
pdl_31340.csv;07-ago-19
pdl_31341.csv;07-ago-19
pdl_31344.csv;07-ago-19
pdl_31345.csv;07-ago-19
pdl_31346.csv;07-ago-19
pdl_31347.csv;07-ago-19
pdl_31348.csv;07-ago-19
pdl_31351.csv;08-ago-19
pdl_31352.csv;08-ago-19
pdl_31353.csv;08-ago-19
pdl_31354.csv;08-ago-19
pdl_31355.csv;08-ago-19
pdl_31358.csv;13-ago-19
pdl_31359.csv;13-ago-19
pdl_31360.csv;13-ago-19
pdl_31361.csv;13-ago-19
pdl_31362.csv;13-ago-19
pdl_31363.csv;13-ago-19
pdl_31368.csv;14-ago-19
pdl_31369.csv;14-ago-19
pdl_31370.csv;14-ago-19
pdl_31371.csv;14-ago-19
pdl_31372.csv;14-ago-19
pdl_31373.csv;14-ago-19
pdl_31374.csv;14-ago-19
pdl_31375.csv;14-ago-19
pdl_31376.csv;14-ago-19
pdl_31377.csv;14-ago-19
pdl_31378.csv;14-ago-19
pdl_31379.csv;14-ago-19
pdl_31380.csv;14-ago-19
pdl_31381.csv;14-ago-19
pdl_31382.csv;14-ago-19
pdl_31383.csv;14-ago-19
pdl_31384.csv;14-ago-19
pdl_31385.csv;14-ago-19
pdl_31386.csv;14-ago-19
pdl_31387.csv;14-ago-19
pdl_31388.csv;14-ago-19
pdl_31389.csv;14-ago-19
pdl_31396.csv;20-ago-19
pdl_31397.csv;20-ago-19
pdl_31398.csv;20-ago-19
pdl_31399.csv;20-ago-19
pdl_31400.csv;20-ago-19
pdl_31401.csv;20-ago-19
pdl_31402.csv;20-ago-19
pdl_31403.csv;20-ago-19
pdl_31404.csv;20-ago-19
pdl_31405.csv;20-ago-19
pdl_31406.csv;20-ago-19
pdl_31407.csv;20-ago-19
pdl_31408.csv;20-ago-19
pdl_31409.csv;20-ago-19
pdl_31410.csv;20-ago-19
pdl_31411.csv;20-ago-19
pdl_31412.csv;20-ago-19
pdl_31413.csv;20-ago-19
pdl_31414.csv;20-ago-19
pdl_31432.csv;22-ago-19
pdl_31433.csv;22-ago-19
pdl_31434.csv;22-ago-19
pdl_31435.csv;22-ago-19
pdl_31436.csv;22-ago-19
pdl_31437.csv;22-ago-19
pdl_31438.csv;22-ago-19
pdl_31439.csv;22-ago-19
pdl_31440.csv;22-ago-19
pdl_31441.csv;22-ago-19
pdl_31442.csv;22-ago-19
pdl_31443.csv;22-ago-19
pdl_31444.csv;22-ago-19
pdl_31445.csv;22-ago-19
pdl_31446.csv;22-ago-19
pdl_31447.csv;22-ago-19
pdl_31448.csv;22-ago-19
pdl_31449.csv;22-ago-19
pdl_31450.csv;22-ago-19
pdl_31451.csv;22-ago-19
pdl_31452.csv;22-ago-19
pdl_31453.csv;22-ago-19
